ticket_id,created_date,resolved_date,first_response_date,category,priority,status,department_id,agent_id,reopened_flag,resolution_notes
7208,2024-10-03 16:56:31,,2024-10-03 17:54:11,Hardware,Low,In Progress,4,3,0,
7209,2025-06-09 16:49:38,2025-06-10 14:45:58,2025-06-09 19:53:18,Software,Medium,Resolved,6,11,0,Et quo laboriosam odit ratione minus magni.
7210,2024-04-18 16:57:40,2024-04-22 03:09:07,2024-04-18 19:53:34,Access,Medium,Resolved,1,3,0,Inventore quia explicabo rem.
7211,2025-10-10 13:41:28,2025-10-15 13:02:04,2025-10-10 18:54:02,Software,Low,Resolved,8,1,0,Amet accusamus at hic impedit.
7212,2025-09-03 15:40:41,2025-09-06 11:13:52,2025-09-03 17:39:02,Hardware,Low,Resolved,8,16,0,Neque rem quibusdam minima itaque nostrum eaque repellat.
7213,2024-01-01 13:14:59,2024-01-03 17:03:18,2024-01-01 14:56:17,Hardware,Low,Resolved,5,3,0,Nesciunt sequi illo voluptate perspiciatis debitis.
7214,2024-04-05 13:57:01,2024-04-05 19:14:51,2024-04-06 01:10:46,Network,Medium,Resolved,6,7,0,Ea voluptatum id tempora error at.
7215,2024-11-18 14:48:35,2024-11-21 18:13:01,2024-11-18 16:15:05,Software,Medium,Resolved,2,15,0,Eaque dicta dicta itaque possimus incidunt nesciunt.
7216,2024-05-02 18:09:37,2024-05-03 01:51:25,2024-05-02 19:09:53,Software,Medium,Resolved,5,7,1,Accusantium voluptatibus quos cum unde.
7217,2025-12-04 10:14:27,2025-12-05 08:35:29,2025-12-04 12:29:28,Hardware,Medium,Resolved,1,7,0,Debitis provident dolore dolorum.
7218,2025-05-27 13:51:58,2025-05-27 23:11:25,2025-05-27 15:12:45,Access,Medium,Resolved,6,4,0,Autem sed fugiat nihil recusandae cumque quae quidem.
7219,2024-01-07 16:16:43,2024-01-10 03:52:18,2024-01-07 21:30:49,Access,Low,Resolved,5,3,0,Explicabo esse exercitationem maxime recusandae ut.
7220,2025-05-20 15:10:12,2025-05-20 21:42:25,2025-05-20 16:38:08,Hardware,High,Resolved,3,19,0,Corporis autem a ab fuga mollitia sequi.
7221,2025-10-18 15:42:13,,2025-10-18 22:34:48,Other,Medium,Open,8,2,0,
7222,2024-02-06 17:43:20,2024-02-07 12:46:27,2024-02-06 18:27:15,Hardware,Medium,Resolved,5,7,0,Sed magnam dolorem fugit.
7223,2024-05-10 19:44:59,2024-05-11 12:30:34,2024-05-10 21:41:31,Hardware,Medium,Resolved,5,6,0,Nemo ullam nemo impedit.
7224,2024-05-02 11:24:03,2024-05-04 10:09:23,2024-05-02 14:54:06,Network,Medium,Resolved,5,6,0,Officia velit vel ratione.
7225,2024-03-06 13:55:04,,2024-03-06 17:23:19,Network,Low,Open,4,10,0,
7226,2026-01-25 14:50:26,2026-01-27 11:52:47,2026-01-25 17:34:08,Hardware,Medium,Closed,6,16,0,Dolorem quam ad repellendus ea error suscipit.
7227,2025-10-22 15:46:48,2025-10-22 20:55:29,2025-10-22 16:35:27,Software,High,Resolved,6,5,0,Nihil deleniti minima optio.
7228,2025-05-13 11:15:36,,2025-05-13 11:53:06,Software,High,Open,5,3,0,
7229,2026-02-01 15:27:29,,2026-02-01 16:22:02,Network,High,Open,2,14,0,
7230,2024-05-28 13:18:56,2024-06-03 16:53:19,2024-05-29 07:48:39,Network,Low,Closed,1,16,0,Esse dolores voluptas vero.
7231,2024-08-17 17:07:00,2024-08-18 00:15:41,2024-08-17 22:06:17,Software,Medium,Resolved,6,3,0,Error ut nulla dolorem rem mollitia repellat.
7232,2025-09-07 19:07:45,2025-09-08 03:06:15,2025-09-07 19:50:34,Software,High,Resolved,5,8,0,Voluptas soluta libero dolorem illum alias quaerat.
7233,2025-07-12 13:31:24,2025-07-12 15:43:18,2025-07-12 15:25:00,Network,Medium,Closed,3,2,0,Tempore minima architecto culpa voluptates.
7234,2025-03-01 15:17:14,2025-03-01 20:13:22,2025-03-01 16:32:49,Other,High,Resolved,8,3,0,Tempore quisquam facere aliquid.
7235,2024-07-18 13:01:23,,2024-07-19 04:49:52,Other,Low,Open,6,7,0,
7236,2026-01-15 18:16:39,2026-01-19 00:43:07,2026-01-16 01:58:56,Other,Low,Resolved,6,6,0,Earum maiores hic quod ea eligendi ad.
7237,2025-02-20 10:21:42,2025-02-21 23:08:05,2025-02-20 13:24:39,Other,Low,Resolved,6,13,0,Aliquid quis reprehenderit rerum.
7238,2025-05-24 15:36:59,2025-05-24 18:12:19,2025-05-24 15:53:21,Access,Critical,Resolved,8,5,1,Enim repellendus dolorem doloremque perspiciatis.
7239,2025-03-09 09:13:00,2025-03-09 14:32:43,2025-03-09 11:34:58,Hardware,Medium,Closed,2,19,0,Itaque saepe esse distinctio provident dolorem temporibus perferendis.
7240,2025-06-22 15:44:45,,2025-06-22 19:06:23,Network,Medium,Open,6,2,0,
7241,2025-09-08 11:11:01,2025-09-08 17:18:35,2025-09-08 12:18:34,Software,High,Resolved,6,5,0,Repudiandae debitis deleniti tenetur quia quas magnam.
7242,2024-09-21 15:29:11,2024-09-22 02:00:10,2024-09-21 16:22:23,Access,Medium,Resolved,4,9,0,Tempora modi necessitatibus quaerat quas porro.
7243,2025-06-08 16:37:44,,2025-06-08 16:53:47,Access,High,Open,1,17,0,
7244,2024-04-18 18:16:57,2024-04-19 12:03:05,2024-04-18 19:33:29,Access,High,Resolved,8,8,0,Facilis non deleniti laudantium corrupti vel adipisci aspernatur.
7245,2025-04-20 15:13:56,,2025-04-20 15:57:17,Access,Critical,In Progress,8,3,0,
7246,2025-05-19 18:51:57,2025-05-19 22:03:45,2025-05-19 19:53:23,Access,High,Resolved,6,2,0,Enim cupiditate perferendis similique delectus accusamus ipsam.
7247,2024-10-28 09:05:02,2024-10-29 10:29:23,2024-10-28 12:51:49,Network,Low,Resolved,7,8,0,Commodi quaerat molestias.
7248,2025-05-22 14:09:05,,2025-05-22 16:40:54,Network,Medium,Open,1,15,0,
7249,2024-09-01 11:35:42,2024-09-01 16:15:28,2024-09-01 12:54:34,Software,High,Resolved,1,2,0,Et aut nulla natus explicabo ea.
7250,2025-10-07 16:02:19,,2025-10-07 18:41:15,Network,Low,Open,1,20,0,
7251,2025-12-05 10:12:01,,2025-12-05 13:29:56,Network,Medium,In Progress,7,1,0,
7252,2025-05-05 10:36:17,,2025-05-05 12:01:24,Software,Critical,Open,8,3,0,
7253,2025-11-26 12:42:50,2025-11-28 18:22:14,2025-11-26 17:26:00,Software,Low,Resolved,7,13,0,Ea nisi nisi animi magni dolor nemo.
7254,2024-04-27 17:47:41,2024-04-28 16:35:12,2024-04-27 19:41:57,Access,Medium,Resolved,4,17,0,Illo reiciendis quibusdam.
7255,2025-01-11 12:32:33,2025-01-11 20:08:04,2025-01-11 12:52:58,Software,High,Closed,1,7,0,Accusamus voluptas inventore repellat.
7256,2025-04-04 11:48:20,2025-04-05 12:41:10,2025-04-04 18:12:42,Other,Medium,Resolved,2,4,0,Ut perferendis et quisquam corporis.
7257,2025-03-11 12:05:45,,2025-03-11 12:57:22,Software,Medium,Open,8,18,0,
7258,2025-11-26 09:42:31,2025-11-28 03:12:59,2025-11-26 11:24:43,Software,High,Resolved,7,7,0,Iure dignissimos odit illo repellat veniam.
7259,2025-11-09 14:47:29,,2025-11-09 20:52:19,Software,Low,Open,1,10,0,
7260,2025-07-01 09:23:47,2025-07-02 13:24:24,2025-07-01 10:06:57,Hardware,High,Resolved,8,10,0,Veniam excepturi beatae officiis quae non praesentium officia.
7261,2025-03-03 14:11:45,2025-03-03 16:49:26,2025-03-03 14:41:39,Software,Medium,Closed,2,3,0,Velit ab facere inventore.
7262,2025-10-20 13:16:22,2025-10-22 06:59:45,2025-10-20 18:56:24,Software,Low,Resolved,4,7,0,Impedit reprehenderit qui sunt.
7263,2024-09-02 15:48:29,,2024-09-02 19:11:02,Hardware,Medium,In Progress,7,2,0,
7264,2025-05-07 11:26:12,2025-05-11 22:25:42,2025-05-08 02:51:28,Hardware,Low,Resolved,5,6,0,Voluptates corrupti occaecati perferendis.
7265,2025-03-13 15:21:30,,2025-03-13 16:23:37,Access,Medium,Open,8,16,0,
7266,2025-11-06 11:18:07,2025-11-06 19:18:38,2025-11-06 12:29:07,Software,High,Resolved,1,16,0,Nesciunt facere reprehenderit dignissimos assumenda adipisci fuga.
7267,2026-01-28 15:16:18,2026-01-28 22:02:01,2026-01-28 16:17:44,Software,High,Resolved,4,20,0,Voluptatem officia fugit perspiciatis atque veritatis velit.
7268,2025-12-08 17:49:07,2025-12-08 20:33:42,2025-12-08 17:55:21,Access,Critical,Resolved,2,5,0,Beatae quam consequuntur.
7269,2024-12-02 13:06:50,2024-12-03 16:20:38,2024-12-02 15:09:55,Access,Low,Resolved,8,3,0,Amet deleniti illo magnam labore corporis perspiciatis.
7270,2025-11-26 17:04:31,2025-11-28 20:24:00,2025-11-26 22:48:36,Access,Low,Resolved,8,7,0,Sed laborum eveniet vero quam sed.
7271,2024-03-09 10:40:41,2024-03-10 00:18:26,2024-03-09 22:21:02,Access,Medium,Resolved,1,8,0,Exercitationem at odio.
7272,2024-05-10 19:50:31,2024-05-11 03:15:07,2024-05-11 00:33:21,Network,Medium,Reopened,1,7,1,Corporis modi esse totam fugit inventore distinctio.
7273,2024-01-09 16:10:27,2024-01-25 14:42:56,2024-01-10 01:53:17,Other,Low,Closed,2,3,0,Eaque doloremque aut incidunt iste commodi ut.
7274,2024-05-31 16:21:15,2024-06-01 01:28:47,2024-05-31 19:44:30,Network,Medium,Resolved,7,13,0,Ut quam ipsum iure voluptate.
7275,2025-09-17 09:19:11,2025-09-24 15:09:23,2025-09-17 11:23:34,Other,Medium,Resolved,1,8,0,Perferendis facere vero aliquam soluta accusamus reiciendis commodi.
7276,2024-01-20 13:52:05,,2024-01-20 16:18:34,Software,Medium,In Progress,5,20,0,
7277,2024-06-17 18:00:26,2024-06-18 06:30:11,2024-06-17 19:10:13,Software,Medium,Resolved,4,7,0,Vero numquam quo autem officiis unde.
7278,2025-05-02 16:17:11,2025-05-02 22:39:11,2025-05-02 16:35:31,Access,High,Resolved,5,1,0,Asperiores aliquam expedita suscipit repellendus nemo.
7279,2025-05-08 12:45:15,2025-05-09 15:23:40,2025-05-08 13:51:25,Other,Medium,Closed,3,3,0,Totam exercitationem optio cum.
7280,2025-12-20 12:24:33,2025-12-20 14:37:49,2025-12-20 13:28:15,Software,High,Resolved,1,18,0,Libero nulla aperiam porro quae adipisci cum.
7281,2025-09-19 08:22:02,2025-09-19 11:57:46,2025-09-19 16:57:57,Hardware,Medium,Resolved,5,20,0,Possimus tempora debitis sequi voluptatibus nemo.
7282,2025-01-19 11:36:59,2025-01-20 08:24:50,2025-01-19 14:49:36,Network,Medium,Resolved,6,13,0,Suscipit corporis sequi sint delectus quod.
7283,2026-01-10 12:42:32,2026-01-11 11:27:08,2026-01-10 16:46:56,Hardware,Low,Resolved,4,1,0,A quaerat amet quos reprehenderit minima blanditiis.
7284,2026-02-04 11:17:47,2026-02-04 20:57:01,2026-02-04 13:54:13,Access,Medium,Closed,1,6,0,Suscipit eaque minima laudantium vero dicta.
7285,2024-10-28 15:04:49,2024-10-31 05:33:54,2024-10-28 23:54:43,Other,Low,Resolved,4,6,0,Molestiae earum voluptatem est laudantium laborum reiciendis voluptatem.
7286,2025-06-08 09:40:58,2025-06-09 00:50:11,2025-06-08 12:43:55,Access,Medium,Resolved,4,10,0,Commodi dicta rem officia debitis repellendus.
7287,2025-12-21 11:05:59,2025-12-21 17:12:49,2025-12-21 12:31:13,Software,High,Resolved,8,1,0,Tempore debitis debitis a.
7288,2025-02-10 19:33:34,2025-02-11 16:01:26,2025-02-10 21:14:10,Software,Medium,Resolved,5,17,0,Natus esse dolore corrupti illo eveniet sit.
7289,2025-10-02 10:45:40,,2025-10-02 12:26:02,Hardware,High,Open,1,3,0,
7290,2024-06-15 15:14:07,2024-06-15 19:26:26,2024-06-15 16:51:04,Access,Medium,Resolved,4,20,0,Pariatur eligendi aliquid praesentium.
7291,2024-08-09 19:31:13,,2024-08-10 01:01:50,Network,Low,Open,5,19,0,
7292,2025-08-01 15:28:14,2025-08-01 18:36:48,2025-08-01 16:54:50,Access,Medium,Resolved,8,1,0,Iste nihil ullam deserunt quas quod.
7293,2024-11-17 14:23:42,2024-11-18 06:15:17,2024-11-17 14:42:30,Hardware,Critical,Resolved,5,7,0,Cumque aut ut placeat est.
7294,2026-02-16 14:05:38,2026-02-16 18:46:53,2026-02-16 17:08:07,Hardware,Medium,Resolved,1,2,0,Ipsam minima ex in.
7295,2026-01-29 18:46:22,2026-01-30 19:18:43,2026-01-29 19:42:30,Access,High,Resolved,5,18,0,Laboriosam ipsum nihil recusandae.
7296,2025-06-02 17:08:42,2025-06-03 02:56:56,2025-06-02 20:02:44,Software,Medium,Resolved,4,3,0,Ipsa molestiae vero voluptatum blanditiis doloribus.
7297,2024-12-18 13:59:56,,2024-12-19 13:07:05,Software,Low,In Progress,4,7,1,
7298,2024-01-05 09:39:47,2024-01-11 13:33:09,2024-01-05 21:56:33,Hardware,Low,Resolved,7,1,0,Consequatur asperiores autem nobis ipsa rerum.
7299,2025-03-14 09:27:31,2025-03-14 13:12:33,2025-03-14 11:59:09,Network,Medium,Resolved,4,1,0,A odio a nulla excepturi iste neque.
7300,2024-12-01 14:55:13,2024-12-03 23:53:58,2024-12-01 19:11:15,Hardware,Low,Reopened,4,7,1,Nobis culpa hic laboriosam minima.
7301,2025-07-02 08:09:19,2025-07-02 15:43:31,2025-07-02 11:06:35,Network,Medium,Closed,8,9,0,Culpa modi voluptates autem quis.
7302,2026-02-02 11:50:32,2026-02-04 19:05:39,2026-02-02 16:37:07,Hardware,Low,Resolved,3,1,0,Saepe voluptas dolor.
7303,2026-01-05 17:56:22,,2026-01-05 18:46:55,Software,Medium,In Progress,2,16,0,
7304,2024-01-25 14:52:39,2024-01-25 22:21:30,2024-01-25 15:40:25,Software,High,Resolved,2,2,0,Nobis dolorum eius tempore accusantium.
7305,2024-04-24 16:06:34,,2024-04-24 20:10:43,Access,High,Open,8,7,0,
7306,2025-01-08 15:31:28,2025-01-08 19:04:53,2025-01-08 18:16:49,Access,Medium,Resolved,1,7,0,Impedit qui est.
7307,2025-04-27 18:14:55,2025-04-28 08:02:05,2025-04-27 18:59:13,Software,Medium,Resolved,6,13,0,Aut ut labore quam ab.
7308,2024-11-02 18:41:30,2024-11-03 13:35:26,2024-11-02 21:50:43,Software,Medium,Resolved,3,3,0,Pariatur rerum aliquid velit explicabo.
7309,2024-10-03 17:50:46,2024-10-04 13:32:50,2024-10-04 04:17:52,Access,Medium,Resolved,8,7,0,Consectetur esse sapiente excepturi.
7310,2024-05-26 10:45:05,2024-05-29 06:35:12,2024-05-27 06:02:31,Access,Low,Resolved,8,11,0,Ipsum ex deleniti distinctio fuga.
7311,2026-02-25 15:58:00,2026-02-26 09:18:46,2026-02-25 16:31:51,Access,Medium,Resolved,1,10,0,Nemo doloremque sint veniam commodi iusto.
7312,2025-04-19 12:15:54,2025-04-20 02:11:58,2025-04-19 13:11:08,Software,Medium,Closed,8,10,0,Ratione id atque eos fugiat.
7313,2025-04-10 16:13:24,2025-04-18 07:43:08,2025-04-10 19:37:51,Software,Low,Resolved,2,1,0,Dolore vero rerum explicabo nam.
7314,2024-07-09 16:25:27,2024-07-09 19:00:41,2024-07-09 17:33:30,Access,High,Resolved,1,6,0,Voluptate ad consequuntur esse perspiciatis quidem vitae quaerat.
7315,2025-05-01 16:35:16,2025-05-09 03:46:39,2025-05-01 21:21:40,Network,Low,Resolved,5,5,0,Perferendis ducimus ducimus dicta sequi.
7316,2024-05-10 19:19:13,2024-05-12 21:03:34,2024-05-10 22:34:42,Hardware,Low,Resolved,8,7,0,Nesciunt ab dignissimos laboriosam rem.
7317,2024-08-28 14:06:08,2024-09-01 07:56:32,2024-08-28 15:03:09,Software,Medium,Closed,2,7,0,Iure corporis optio cum magnam.
7318,2024-04-16 11:52:38,,2024-04-16 15:24:18,Network,Low,Open,5,12,0,
7319,2024-09-08 14:44:55,2024-09-08 16:06:52,2024-09-08 15:33:35,Access,High,Resolved,4,10,0,Quae sed illo praesentium.
7320,2025-12-29 09:42:47,2025-12-31 08:02:48,2025-12-29 20:10:59,Other,High,Resolved,2,17,0,Porro fuga possimus perferendis.
7321,2024-12-07 18:10:50,,2024-12-07 23:29:44,Network,Low,In Progress,1,4,0,
7322,2025-08-17 13:54:34,2025-08-17 16:55:43,2025-08-17 14:33:49,Access,Critical,Resolved,6,15,0,Corrupti voluptates eius saepe quidem eaque.
7323,2024-12-13 16:05:31,2024-12-15 09:16:09,2024-12-13 20:30:43,Network,Low,Resolved,4,15,0,Ab dolorem sapiente quam illum voluptatum ad.
7324,2024-10-28 11:53:28,2024-10-29 16:16:58,2024-10-28 18:48:28,Other,Medium,Closed,1,17,0,At repellat ad rem asperiores.
7325,2024-06-14 11:39:48,2024-06-15 03:59:58,2024-06-14 18:00:33,Hardware,Medium,Resolved,4,1,0,Eaque fugit sed repudiandae aperiam.
7326,2024-08-12 10:21:09,2024-08-12 17:44:10,2024-08-12 12:12:33,Network,Medium,Resolved,7,2,0,Dignissimos similique voluptatem nulla sapiente.
7327,2025-09-02 18:22:36,2025-09-02 21:31:56,2025-09-02 19:08:07,Access,Critical,Resolved,4,17,0,Provident nam eum id.
7328,2024-08-06 14:06:06,2024-08-06 17:18:39,2024-08-06 14:49:24,Network,High,Resolved,5,7,0,Ducimus consequuntur asperiores enim consequuntur.
7329,2025-01-14 11:07:13,2025-01-14 22:23:59,2025-01-14 12:08:58,Hardware,Medium,Closed,3,8,0,Iusto dignissimos pariatur dolores.
7330,2026-02-04 18:22:46,2026-02-05 01:22:33,2026-02-04 19:38:54,Software,High,Resolved,7,2,0,Iure nesciunt tempore laboriosam eum molestias.
7331,2025-11-22 16:44:56,2025-11-22 18:23:04,2025-11-22 17:09:27,Network,Medium,Resolved,5,13,0,Non corporis nihil deserunt totam quam aut.
7332,2025-01-14 12:10:23,,2025-01-14 15:52:48,Software,Low,In Progress,6,1,0,
7333,2024-01-11 12:33:40,2024-01-11 22:49:38,2024-01-11 15:56:30,Network,Medium,Resolved,3,1,0,Quaerat tempore facilis mollitia eum suscipit doloremque.
7334,2025-09-01 10:25:20,2025-09-01 11:17:46,2025-09-01 11:49:04,Network,High,Resolved,1,19,0,Veniam sint consequuntur aut architecto.
7335,2024-03-25 10:05:21,2024-03-27 09:56:32,2024-03-25 15:20:11,Hardware,Low,Closed,4,18,0,Natus labore occaecati explicabo cum aperiam ab.
7336,2025-08-18 16:07:52,2025-08-19 06:07:47,2025-08-18 19:32:07,Hardware,Low,Closed,8,6,0,Magnam quas quaerat perferendis nobis.
7337,2025-02-16 11:26:16,,2025-02-16 11:58:47,Network,Medium,Open,4,11,0,
7338,2025-08-01 11:50:17,,2025-08-01 13:49:14,Network,Medium,In Progress,4,3,0,
7339,2024-05-28 13:52:38,2024-05-30 19:13:07,2024-05-28 17:23:10,Access,Medium,Resolved,5,1,0,Tempore enim fuga modi dolor.
7340,2024-12-16 12:37:43,2024-12-16 14:35:11,2024-12-16 15:07:22,Network,Medium,Resolved,2,3,0,Laborum dicta tempora itaque accusantium nisi dolore.
7341,2024-08-18 11:00:20,2024-08-19 19:09:46,2024-08-18 17:30:16,Other,Medium,Resolved,4,1,0,Optio illo maiores vero nesciunt doloribus adipisci.
7342,2025-04-05 17:48:27,2025-04-06 07:39:43,2025-04-05 18:37:58,Hardware,Medium,Resolved,3,7,0,Enim incidunt hic voluptate rem eveniet odio.
7343,2025-08-27 16:39:12,2025-08-28 22:42:42,2025-08-27 23:02:56,Other,Medium,Resolved,5,16,0,Delectus labore adipisci repellat in fugiat nesciunt.
7344,2024-12-05 11:56:16,2024-12-07 02:47:46,2024-12-05 18:07:25,Software,Low,Resolved,1,1,0,Quas ex nam repellat facere.
7345,2025-02-13 14:13:30,2025-02-13 15:42:01,2025-02-13 14:59:03,Access,High,Resolved,4,7,0,Explicabo rerum ipsum earum.
7346,2025-10-24 17:49:56,2025-10-26 06:54:27,2025-10-24 20:14:35,Software,Medium,Resolved,7,11,0,Minus quisquam doloremque temporibus reprehenderit sequi sequi.
7347,2024-04-13 08:14:12,2024-04-13 14:16:48,2024-04-13 09:43:16,Software,High,Resolved,2,5,0,Eveniet deleniti quo nulla.
7348,2024-04-30 16:00:03,2024-05-02 21:04:37,2024-04-30 19:44:20,Access,Low,Reopened,8,3,1,Cupiditate amet commodi corrupti placeat.
7349,2025-10-16 15:14:45,2025-10-17 13:21:26,2025-10-16 17:31:25,Software,Medium,Resolved,8,7,0,Provident assumenda maxime ad nam omnis quas.
7350,2025-01-06 16:45:21,2025-01-07 11:29:06,2025-01-06 19:43:32,Other,Medium,Resolved,2,5,0,Laboriosam iusto non.
7351,2024-10-30 11:16:20,2024-10-30 14:56:59,2024-10-30 11:33:39,Software,High,Resolved,7,16,0,Officiis debitis quaerat non eligendi quis natus id.
7352,2024-09-14 17:32:12,,2024-09-14 23:01:47,Other,Low,In Progress,2,7,0,
7353,2024-06-13 10:11:28,2024-06-13 10:59:39,2024-06-13 11:06:29,Hardware,High,Resolved,2,13,0,Perferendis molestiae perspiciatis sit.
7354,2026-02-06 08:25:47,2026-02-08 21:09:28,2026-02-06 12:16:12,Software,Low,Resolved,4,3,0,Laudantium doloribus temporibus exercitationem labore.
7355,2025-01-05 16:04:32,2025-01-11 21:38:58,2025-01-05 17:26:09,Other,Medium,Closed,4,20,0,Tenetur eius suscipit ipsa doloribus.
7356,2025-02-14 10:39:09,2025-02-14 16:00:00,2025-02-14 11:12:11,Network,High,Resolved,5,1,0,In deleniti vel fuga fugit vero quam officia.
7357,2024-11-19 14:50:52,,2024-11-19 17:10:43,Network,Medium,In Progress,4,2,0,
7358,2025-04-19 09:16:33,,2025-04-19 12:48:19,Network,Low,Open,5,14,0,
7359,2025-12-23 08:25:32,2025-12-23 11:08:08,2025-12-23 08:49:48,Software,Critical,Resolved,2,7,0,Quia occaecati ad voluptatem voluptatum fuga maiores quae.
7360,2025-08-03 13:59:43,2025-08-05 11:05:45,2025-08-03 14:58:42,Network,Medium,Resolved,3,12,0,Nostrum nam animi rerum odio debitis molestiae.
7361,2025-01-10 10:09:20,2025-01-11 21:45:26,2025-01-10 21:36:26,Hardware,Medium,Resolved,1,16,0,Quidem voluptates corporis iure quae.
7362,2024-02-24 12:43:57,2024-02-24 17:10:47,2024-02-24 15:07:58,Access,Medium,Resolved,2,2,0,Alias aperiam optio illo.
7363,2025-07-09 13:28:56,2025-07-13 09:13:39,2025-07-09 19:32:03,Other,Medium,Resolved,1,20,0,Quaerat accusantium sed eum cumque minima praesentium.
7364,2025-03-12 13:25:53,2025-03-14 21:28:17,2025-03-12 15:53:08,Hardware,Low,Resolved,5,19,0,A architecto iste quisquam.
7365,2026-02-25 10:21:14,2026-02-25 15:04:23,2026-02-25 11:16:14,Access,High,Resolved,1,5,0,Officiis accusamus temporibus laborum aperiam totam est.
7366,2025-03-26 10:13:30,2025-03-26 22:41:05,2025-03-26 10:32:37,Hardware,Critical,Resolved,6,1,0,Architecto deserunt perspiciatis exercitationem.
7367,2025-05-01 14:46:26,2025-05-01 17:35:50,2025-05-01 17:11:08,Access,Medium,Resolved,6,20,0,Veritatis labore est itaque.
7368,2025-09-05 19:14:12,2025-09-05 20:29:02,2025-09-05 20:01:17,Network,Critical,Resolved,1,1,0,Laboriosam quo perferendis ducimus dolorum.
7369,2024-07-15 13:45:51,2024-07-16 01:16:28,2024-07-15 16:17:41,Access,Medium,Resolved,8,7,0,Provident doloremque molestiae nulla vitae alias itaque.
7370,2025-07-20 11:05:58,2025-07-21 03:00:45,2025-07-20 11:53:54,Hardware,Critical,Resolved,8,20,0,Deserunt a libero illo perspiciatis eum incidunt.
7371,2025-03-03 17:06:39,2025-03-04 05:23:19,2025-03-03 18:10:58,Hardware,Medium,Resolved,2,7,0,Vel amet maiores ad ducimus.
7372,2025-12-22 13:47:16,2025-12-22 16:29:19,2025-12-22 14:56:35,Access,Medium,Resolved,5,7,0,Quis alias quibusdam.
7373,2024-06-10 14:25:58,2024-06-10 23:23:35,2024-06-10 15:15:04,Software,High,Resolved,4,8,0,Nostrum pariatur pariatur officiis.
7374,2025-06-19 12:41:25,2025-06-21 23:15:03,2025-06-19 16:45:54,Software,Low,Resolved,7,7,0,Vitae numquam consectetur voluptatem iure.
7375,2024-01-16 16:21:30,2024-01-17 01:37:50,2024-01-16 17:10:14,Access,Medium,Resolved,4,16,0,Deserunt molestias dicta beatae dolorum inventore nostrum.
7376,2024-06-19 15:03:43,2024-06-20 08:10:13,2024-06-20 02:31:33,Access,Medium,Resolved,5,7,0,Quasi fugit nulla debitis.
7377,2025-05-05 17:56:50,,2025-05-05 19:39:00,Software,Medium,Open,1,17,0,
7378,2025-11-25 15:26:21,2025-11-26 01:07:45,2025-11-25 15:49:05,Hardware,Critical,Resolved,5,20,0,Atque minima totam doloremque nostrum architecto.
7379,2024-04-17 10:50:17,2024-04-24 17:52:35,2024-04-17 13:17:47,Software,Low,Resolved,4,10,0,Nostrum dolor tempore temporibus.
7380,2025-12-27 11:16:17,2025-12-30 05:35:16,2025-12-27 16:20:02,Software,Low,Resolved,1,10,0,Voluptatibus ea nulla explicabo placeat natus at.
7381,2025-04-18 15:52:09,2025-04-18 23:14:06,2025-04-18 16:35:12,Network,Medium,Resolved,1,19,0,Natus ipsam saepe impedit reiciendis.
7382,2024-04-13 14:00:46,2024-04-14 07:47:57,2024-04-13 18:43:24,Software,Medium,Resolved,4,11,0,Necessitatibus aliquam minus accusamus unde.
7383,2025-03-13 14:22:01,,2025-03-13 15:08:01,Software,Critical,Open,1,14,0,
7384,2024-05-14 09:27:27,2024-05-15 06:34:49,2024-05-14 12:25:07,Software,Medium,Resolved,4,13,0,Quisquam repellendus eius quam fugit.
7385,2025-01-30 13:35:18,2025-02-02 03:42:30,2025-01-30 20:43:31,Software,Low,Resolved,7,6,0,Deserunt corrupti quas commodi ab.
7386,2025-08-01 15:44:32,,2025-08-02 06:55:47,Software,Low,Open,7,19,0,
7387,2025-08-08 18:21:33,2025-08-10 02:11:09,2025-08-09 04:24:54,Hardware,Medium,Resolved,8,7,0,Facilis unde illum magnam blanditiis repudiandae blanditiis amet.
7388,2026-02-11 15:29:36,2026-02-15 13:07:43,2026-02-11 18:41:30,Software,Medium,Resolved,3,7,0,Eveniet unde praesentium aspernatur tempora itaque ea.
7389,2024-06-30 14:52:21,2024-07-02 03:39:21,2024-06-30 21:39:16,Access,Low,Resolved,8,3,0,Placeat ipsa rem consequatur harum.
7390,2025-04-05 12:13:06,2025-04-05 12:53:16,2025-04-05 12:24:28,Access,Critical,Resolved,6,1,0,Sequi vitae commodi nostrum laudantium similique animi.
7391,2024-04-28 11:48:51,,2024-04-28 14:19:43,Software,Medium,In Progress,4,1,0,
7392,2025-07-28 13:14:36,2025-07-28 18:46:07,2025-07-28 14:05:52,Software,Medium,Resolved,3,1,0,Deleniti amet dignissimos ipsa eligendi.
7393,2025-08-14 17:25:21,2025-08-16 23:54:30,2025-08-14 20:54:51,Hardware,Low,Resolved,8,5,0,Similique natus quam voluptatem molestiae porro odio quasi.
7394,2025-03-08 13:43:58,2025-03-08 21:08:09,2025-03-08 14:15:11,Network,Medium,Resolved,6,6,0,Laborum amet excepturi ad.
7395,2025-06-23 10:16:58,2025-06-25 04:34:26,2025-06-23 14:12:10,Access,Low,Resolved,2,4,0,Nam officia nihil cupiditate neque.
7396,2024-12-02 11:18:36,2024-12-05 04:47:10,2024-12-02 16:38:48,Other,Low,Resolved,1,7,1,Fugit rem quam.
